CLCODE,NAME,STNAME,ACTIVE,ESTYMD,NETINC,ASSET,EQ,REPDTE
21,Union Bank of Blair,Wisconsin,0,10/07/1899,738,114451,17433,6/30/2020
21,Bridge Community Bank,Iowa,1,9/8/1903,648,123600,14344,6/30/2024
13,G. W. Jones Exchange Bank,Michigan,1,05/28/1877,496,101066,8812,6/30/2024
21,Metro United Bank,California,0,5/15/1991,4362,486370,67222,12/31/2013
3,Premier Bank National Association,Nebraska,1,8/1/1914,2575,351562,47075,6/30/2024
13,Bank of Western Oklahoma,Oklahoma,1,4/1/1908,5633,384848,33758,6/30/2024
21,Security State Bank,Iowa,0,10/4/1941,989,111573,13795,12/31/2017
13,Cass Commercial Bank,Missouri,1,1/1/1906,11963,1297592,187585,6/30/2024
21,McFarland State Bank,Wisconsin,0,1/5/1905,412,585024,78331,3/31/2020
21,Intercity State Bank,Wisconsin,1,7/14/1952,1684,261691,55454,6/30/2024
13,Clear Mountain Bank,West Virginia,1,1/1/1931,5428,998697,97055,6/30/2024
3,The First National Bank of South Miami,Florida,0,4/3/1952,854,1002082,70706,6/30/2023
21,Trust Company of America,Colorado,0,7/20/1992,5805,846870,37484,3/31/2018
42,Lawrenceburg Federal Bank,Tennessee,1,10/1/1934,83,82187,17149,6/30/2024
33,"Interamerican Bank, A FSB",Florida,1,8/23/1976,1039,268192,35353,6/30/2024
21,Liberty Bank,Missouri,0,10/27/1995,1474,1141523,210474,3/31/2015
21,Hills Bank and Trust Company,Iowa,1,1/1/1904,24646,4340537,522510,6/30/2024
21,The Goose River Bank,North Dakota,1,10/27/1881,1269,170107,16015,6/30/2024
3,The Citizens National Bank of Hillsboro,Texas,1,01/01/1893,523,211581,7324,6/30/2024
21,First America Bank,Florida,0,6/1/2004,340,269777,31207,3/31/2015
3,"Extraco Banks, National Association",Texas,1,9/20/1933,7853,2447050,195954,6/30/2024
25,Belmont Savings Bank,Ohio,1,01/01/1886,778,501219,57454,6/30/2024
21,First State Bank,Texas,0,9/9/1944,-102,57609,8270,9/30/2019
21,Atkins Savings Bank & Trust,Iowa,1,4/15/1915,570,147599,12286,6/30/2024
21,Signature Bank,Minnesota,0,11/10/2003,6591,409242,39296,12/31/2017
21,Loyal Trust Bank,Georgia,1,11/18/2019,-24,198021,23491,6/30/2024
13,The Settlers Bank,Ohio,1,7/19/1999,1098,126385,20186,6/30/2024
21,"The Talbot Bank of Easton, Maryland",Maryland,0,06/08/1885,2238,602484,71374,6/30/2016
21,Lake Area Bank,Minnesota,0,10/22/1915,25354,149191,27739,9/30/2022
13,MidSouth Bank,Tennessee,0,1/20/2004,-767,281110,28488,6/30/2014
21,Huron Valley State Bank,Michigan,1,8/15/2005,1289,237825,23967,6/30/2024
3,First National Bank of Crossett,Arkansas,0,12/5/1903,1653,153526,16106,9/30/2018
33,"Tempo Bank, A Federal Savings Bank",Illinois,0,01/01/1889,-47,89028,9728,3/31/2022
21,Citizens Savings Bank,Iowa,1,11/8/1906,566,150603,9202,6/30/2024
21,Scribner Bank,Nebraska,1,8/17/1917,1008,81026,11262,6/30/2024
21,Perennial Bank,Minnesota,1,1/1/1914,586,139253,8139,6/30/2024
21,Franklin Bank,Illinois,0,1/1/1934,82,37393,4418,6/30/2015
21,Whitesville State Bank,West Virginia,1,7/8/1946,232,131465,6280,6/30/2024
13,First Community Bank,Virginia,1,1/7/1920,25478,3222055,459259,6/30/2024
3,"American Commerce Bank, National Association",Georgia,1,10/4/2004,3171,482804,68668,6/30/2024
13,First Fidelity Bank,Oklahoma,1,7/1/1981,9509,2760387,191422,6/30/2024
33,Davidson Trust Co.,Montana,1,1/1/2001,659,10869,8817,6/30/2024
21,Ohnward Bank & Trust,Iowa,1,2/28/1903,2031,419513,48017,6/30/2024
13,First Horizon Bank,Tennessee,1,01/01/1864,451071,81935084,8849761,6/30/2024
21,The Bank of Carbondale,Illinois,0,4/4/1919,693,268874,26170,6/30/2022
21,State Bank of Taunton,Minnesota,1,2/1/1905,53,48546,4341,6/30/2024
21,Citizens State Bank,Wisconsin,1,8/20/1902,532,231432,16976,6/30/2024
21,HarborOne Bank,Massachusetts,1,7/1/2013,14661,5789459,531758,6/30/2024
13,First Bank of Manhattan,Illinois,1,1/1/1907,532,253121,18626,6/30/2024
21,PrimeBank of Texas,Texas,1,5/9/2003,741,191990,27947,6/30/2024
21,Bank of Frankewing,Tennessee,1,12/13/1920,1615,548909,50106,6/30/2024
13,First State Bank,Arkansas,1,1/12/1934,2649,542254,53685,6/30/2024
21,Quality Bank,North Dakota,0,01/01/1898,96,30042,3100,3/31/2018
13,Union Bank & Trust Company,Wisconsin,0,01/01/1897,328,266404,23923,3/31/2019
21,Jefferson County Bank,Nebraska,0,09/17/1892,271,40273,6532,12/31/2018
21,Iowa State Bank,Iowa,1,1/1/1918,1659,368806,38068,6/30/2024
21,Charter Bank,Mississippi,0,3/11/2008,-3210,148639,11384,9/30/2019
21,The Bank of Beaver City,Oklahoma,1,1/1/1902,507,175144,7449,6/30/2024
21,Bank of England,Arkansas,1,08/08/1898,-1009,393541,65446,6/30/2024
21,Macatawa Bank,Michigan,1,11/25/1997,20913,2654342,292636,6/30/2024
13,Colonial Virginia Bank,Virginia,0,11/6/2003,-108,115096,12164,6/30/2014
21,Intercontinental Bank,Florida,0,6/21/2002,358,153275,19999,6/30/2018
13,BANKWEST OF KANSAS,Kansas,1,1/1/1929,1562,138801,16796,6/30/2024
3,Sun National Bank,New Jersey,0,5/6/1985,13946,2142563,378755,12/31/2017
13,The Genoa Banking Company,Ohio,1,9/9/1902,1234,647431,42524,6/30/2024
21,Tri Counties Bank,California,1,3/11/1975,59782,9739554,1263433,6/30/2024
33,"AnchorBank, fsb",Wisconsin,0,1/1/1918,5177,2226287,344263,3/31/2016
21,Peoples State Bank of Munising,Michigan,1,6/7/1910,688,205452,18434,6/30/2024
21,Citizens Bank Minnesota,Minnesota,1,12/13/1875,545,563966,44663,6/30/2024
21,Kahoka State Bank,Missouri,0,1/2/1968,72,55733,5454,6/30/2024
21,Fremont Bank,California,1,9/3/1964,24060,5913778,416650,6/30/2024
3,First Colorado National Bank,Colorado,0,1/4/1903,183,84450,10418,3/31/2024
21,First State Bank,Iowa,1,2/21/2005,394,66001,6838,6/30/2024
13,Diamond Bank,Arkansas,1,12/16/1904,3309,820068,63985,6/30/2024
21,Peoples Bank,Kentucky,1,9/16/1910,745,166721,12145,6/30/2024
21,Tustin Community Bank,California,1,4/23/1981,362,80338,11392,6/30/2024
3,Access National Bank,Virginia,0,12/1/1999,36736,3031323,424010,12/31/2018
21,Cogent Bank,Florida,1,9/10/1999,12996,1931272,156582,6/30/2024
13,Madison County Bank,Nebraska,1,01/01/1888,1722,596030,85066,6/30/2024
21,"ANZ Guam, Inc.",Guam,0,1/11/1991,-12297,37424,27039,12/31/2023
21,Endeavor Bank,California,1,1/22/2018,1820,593513,69056,6/30/2024
21,Metro Phoenix Bank,Arizona,0,9/13/2007,1412,399030,43829,6/30/2022
13,Bank of Floyd,Virginia,0,1/1/1951,-297,248561,19570,6/30/2016
21,Investors Community Bank,Wisconsin,0,3/17/1997,18392,1536628,207180,9/30/2021
21,MapleMark Bank,Texas,1,1/1/1909,1691,1113484,103060,6/30/2024
21,Valley Community Bank,California,0,8/10/1998,-509,126393,15334,12/31/2014
21,Middlesex Savings Bank,Massachusetts,1,03/05/1835,10537,6038826,668162,6/30/2024
21,Stockmens Bank,Colorado,1,05/01/1897,3560,517266,55714,6/30/2024
33,"N.J.M. Bank, FSB",New Jersey,0,9/8/1999,-6187,459769,69752,9/30/2014
21,Harvest Bank,Minnesota,1,8/8/1901,576,225917,13882,6/30/2024
21,Farmers and Merchants Bank,Indiana,1,10/29/1914,1187,255300,16721,6/30/2024
21,Community State Bank,Michigan,0,12/15/1941,791,193206,22444,9/30/2016
21,Bank of Michigan,Michigan,0,1/10/2005,1239,110938,11500,12/31/2015
21,The First Security Bank,Oklahoma,1,1/16/1916,172,159683,14571,6/30/2024
21,American Riviera Bank,California,1,7/18/2006,4915,1272517,123599,6/30/2024
3,National Bank of Commerce,Alabama,0,6/21/2004,-5129,4276651,682986,3/31/2019
21,Elsa State Bank and Trust Company,Texas,0,3/12/1945,1328,193107,19939,6/30/2018
3,The First National Bank of Nash,Oklahoma,0,4/11/1919,32,16978,1427,12/31/2015
21,Security State Bank,Iowa,0,10/14/1935,-155,49228,3717,6/30/2013
21,American Bank & Trust Wisconsin,Wisconsin,0,10/3/1903,491,174128,22049,3/31/2019
13,Summit Bank,Arkansas,0,1/21/1997,3391,1180886,137370,3/31/2014
33,North Shore Trust and Savings,Illinois,1,1/1/1921,-5,266088,54747,6/30/2024
3,Consumers National Bank,Ohio,1,9/1/1965,4298,1096220,63349,6/30/2024
13,Community Bank and Trust,Missouri,1,01/01/1884,1867,416450,27458,6/30/2024
21,The Blue Grass Valley Bank,Virginia,1,12/2/1915,28,56503,5723,6/30/2024
21,Highland Commercial Bank,Georgia,0,8/30/2004,453,129983,14133,6/30/2015
21,CedarStone Bank,Tennessee,1,4/19/2004,613,330428,27867,6/30/2024
21,Peoples State Bank of Madison Lake,Minnesota,0,11/15/1901,29,24663,1996,12/31/2015
21,Avenue Bank,Tennessee,0,9/8/1911,4439,1224181,121075,6/30/2016
13,Ciera Bank,Texas,1,10/10/1889,6118,903223,92367,6/30/2024
21,First Security Bank and Trust Company,Oklahoma,1,4/6/1951,1305,125876,23158,6/30/2024
21,The Walton State Bank,Kansas,1,5/27/1907,-26,17134,2931,6/30/2024
21,First Service Bank,Arkansas,1,5/7/1962,1990,716762,63780,6/30/2024
3,The First National Bank of Evant,Texas,1,10/8/1912,1390,174745,13182,6/30/2024
21,Small Town Bank,Alabama,0,7/2/1999,1126,240612,39470,6/30/2019
21,Unity Bank North,Minnesota,0,1/1/1929,1188,105725,8540,12/31/2018
21,First Bank,Florida,1,1/1/1922,4283,728056,60934,6/30/2024
3,"Meridian Bank, National Association",Arizona,0,5/1/1978,2658,744696,102860,3/31/2015
13,Cole Taylor Bank,Illinois,0,1/20/1978,22171,5952440,540117,6/30/2014
21,Englewood Bank & Trust,Florida,0,4/4/1988,7097,552836,43313,6/30/2023
3,The Atlanta National Bank,Illinois,1,08/02/1887,72,71607,7439,6/30/2024
3,The Lorain National Bank,Ohio,0,10/22/1934,4596,1237190,130649,6/30/2015
3,The National Bank of Indianapolis,Indiana,1,12/8/1993,14729,2826237,196661,6/30/2024
13,The Cortland Savings and Banking Company,Ohio,0,01/01/1892,7589,795629,79389,9/30/2021
21,"Jonestown Bank and Trust Company, of Jonestown, Pennsylvania",Pennsylvania,1,01/01/1873,3636,917845,85266,6/30/2024
21,Mid Penn Bank,Pennsylvania,1,02/21/1868,26895,5386789,591788,6/30/2024
13,The Marblehead Bank,Ohio,1,3/6/1907,-156,57218,280,6/30/2024
21,Citizens Bank,Tennessee,1,11/3/1934,10669,1228015,170334,6/30/2024
21,Henry State Bank,Illinois,0,1/1/1903,172,95752,13677,3/31/2017
3,Greenville National Bank,Ohio,1,1/17/1934,4032,585718,63538,6/30/2024
21,"The Exchange State Bank of St. Paul, Kansas",Kansas,1,9/26/1914,368,96909,9906,6/30/2024
42,First Savings Bank,Ohio,0,1/1/1904,-787,24973,983,12/31/2003
33,Union Federal Savings Bank,Indiana,0,1/1/1912,2120,561402,38313,6/30/1995
33,"One Valley Bank, FSB",West Virginia,0,01/01/1892,356,55196,14742,9/30/1997
37,Madison County Federal Savings and Loan Association,Illinois,0,1/1/1923,-999,106291,-14191,3/31/1990
36,First Savings and Loan Association of Sycamore,Illinois,0,1/1/1919,,,,
21,1st State Bank,North Carolina,0,1/1/1914,3655,370428,61965,12/31/2005
38,Eastern-Liberty Federal Savings and Loan Association,District Of Columbia,0,01/01/1889,,,,
36,Belmar Savings and Loan Association,New Jersey,0,01/01/1891,,,,
33,Columbia Federal Savings Bank,Kentucky,0,01/01/1884,470,110216,26514,9/30/2001
42,Bramble Savings Bank,Ohio,0,1/1/1916,-1216,47523,468,6/30/2010
33,First Kansas Federal Savings Bank,Kansas,0,01/01/1899,-1029,149826,13553,3/31/2004
38,Fidelity Federal Savings and Loan Association,Illinois,0,01/01/1892,-2930,393814,-8541,9/30/1989
36,Danbury Savings and Loan Association Incorporated,Connecticut,0,1/1/1920,-1512,270228,3590,6/30/1991
38,North West Federal Savings and Loan Association of Chicago,Illinois,0,1/1/1925,,,,
36,First Mutual Savings,Illinois,0,01/01/1899,,,,
36,Mutual Savings and Loan Association,North Carolina,0,1/1/1912,,,,
38,Peoples Federal Savings and Loan Association,South Carolina,0,1/1/1909,,,,
35,Anchor Savings Association,Kansas,0,1/1/1924,-31305,768871,-46414,6/30/1989
38,Freedom Federal Savings and Loan Association,Ohio,0,01/01/1890,-5038,360378,-17892,12/31/1989
36,Hackensack Mutual Savings and Loan Association,New Jersey,0,01/01/1887,,,,
38,Lincoln Federal Savings and Loan Association,Kentucky,0,1/1/1914,-1524,460843,-46608,9/30/1986
38,Valley Federal Savings and Loan Association,Tennessee,0,1/1/1925,-263,80475,-10833,3/31/1988
3,TCF NATIONAL BANK ILLINOIS,Illinois,0,1/1/1928,7486,3553786,348988,3/31/2000
36,Citizens Savings and Loan Association,Ohio,0,1/1/1907,,,,
21,Community First Bank,Georgia,0,1/1/1929,739,557139,138925,3/31/2002
33,TideMark Bank,Virginia,0,01/01/1887,2199,395164,20820,12/31/1994
38,Home Federal Savings and Loan Association of Chicago,Illinois,0,01/01/1886,,,,
38,Henderson Home Federal Savings and Loan Association,Kentucky,0,1/1/1924,-2250,50377,-2024,12/31/1989
36,Albemarle Savings and Loan Association,North Carolina,0,1/1/1916,573,99017,7383,9/30/1991
35,Allstate Savings and Loan Association,California,0,1/1/1926,,,,
38,Mt. Lebanon Federal Savings and Loan Association,Pennsylvania,0,1/1/1922,,,,
41,Valley Savings Bank,New Jersey,0,01/01/1888,-474,373961,43235,9/30/1994
38,Security Federal Savings and Loan Association of Chicago,Illinois,0,1/1/1907,-119,215468,28992,12/31/1996
36,Indiana Savings and Loan Association,Indiana,0,01/01/1889,-49,30516,446,6/30/1984
38,Home Federal Savings and Loan Association,Tennessee,0,01/01/1876,-784,181511,-27443,3/31/1990
36,Ridgeland Savings and Loan Association,Illinois,0,1/1/1921,,,,
38,Momence Federal Savings and Loan Association,Illinois,0,1/1/1904,,,,
33,Enterprise Federal Savings Bank,Ohio,0,01/01/1888,-628,537316,42038,3/31/1999
42,"West One Bank, Oregon, S.B.",Oregon,0,1/1/1925,2127,706011,46108,3/31/1996
41,Fidelity Savings Bank,Pennsylvania,0,01/01/1882,743,642962,56485,9/30/2012
41,D&N Bank,Michigan,0,01/01/1889,20510,1852202,151855,9/30/2000
37,Perpetual American Federal Savings and Loan Association,District Of Columbia,0,01/01/1881,,,,
34,Fountain Federal Savings Bank,Indiana,0,01/01/1893,-1499,65727,-2900,9/30/1988
34,Amity Federal Bank for Savings,Illinois,0,01/01/1893,692,129948,17040,9/30/1994
36,Liberal Savings Association,Ohio,0,01/01/1888,,,,
33,First Carolina Federal Savings Bank,North Carolina,0,1/1/1907,-177,95945,7604,3/31/1999
41,"Mitchell Savings Bank, SSB",North Carolina,0,1/1/1924,314,34845,11392,9/30/1998
37,Peoples Federal Savings and Loan Association,Illinois,0,1/1/1912,-60,31608,6122,3/31/1995
41,Sterling Savings Bank,Illinois,0,1/1/1919,54,9922,853,6/30/1999
38,First Federal Savings and Loan Association,Idaho,0,1/1/1916,637,86604,5647,6/30/1991
41,Harvest Home Savings Bank,Ohio,0,01/01/1879,561,99374,9406,12/31/1999
38,First Federal Savings,South Carolina,0,1/1/1923,-1339,189019,-5163,9/30/1988
38,Fayetteville Federal Savings and Loan Association,West Virginia,0,1/1/1910,,,,
38,Olympic Federal Savings and Loan Association,Illinois,0,1/1/1913,-10946,1054382,11903,9/30/1990
35,Topeka Savings Association,Kansas,0,1/1/1922,-9959,112482,-12014,9/30/1987
36,Dryades Savings and Loan Association,Louisiana,0,1/1/1919,169,262265,2269,3/31/1991
38,People's Homestead FS for Savings,Louisiana,0,1/1/1904,-9337,268935,-34408,9/30/1989
38,Fireside Federal Savings and Loan Association,Illinois,0,1/1/1911,-6,48758,-2377,6/30/1985
38,Pan America Federal Savings and Loan Association,Arizona,0,1/1/1973,,,,
35,Empire Savings and Loan Association,Texas,0,1/1/1973,,,,
35,First Wyoming Savings and Loan Association,Wyoming,0,1/1/1972,,,,
35,Family Savings and Loan Association,Washington,0,1/1/1973,-1120,99576,1240,12/31/1990
33,"Investors Savings Bank, F.S.B.",Virginia,0,1/1/1973,-18297,2057643,35336,9/30/1991
35,Humble Savings and Loan Association,Texas,0,1/1/1974,-7438,46369,-44227,6/30/1989
38,First Federal Savings and Loan Association of Blount County,Alabama,0,12/9/1974,,,,
38,United Federal Savings and Loan Association of Ocala,Florida,0,1/1/1974,,,,
38,Central City Federal Savings and Loan Association,California,0,1/1/1974,,,,
33,"Republic Savings Bank, FSB",Kentucky,0,1/1/1956,3101,441753,30694,9/30/1994
38,American Federal Savings and Loan Association,Alabama,0,4/16/1975,,,,
38,Americana Federal Savings and Loan Association of Chicago,Illinois,0,8/18/1975,,,,
38,Fireside Federal Savings and Loan Association,Kentucky,0,1/1/1953,,,,
35,Guada-Coma Savings and Loan Association,Texas,0,1/1/1975,,,,
37,"Equity Bank for Savings, F.A.",Oklahoma,0,1/1/1975,1549,493555,60310,3/31/1994
35,Deep East Texas Savings Association,Texas,0,1/1/1974,-8949,35244,-17011,9/30/1990
35,Pan American Savings Bank,California,0,11/12/1976,-1607,194012,3742,9/30/1992
35,Guadalupe Savings and Loan Association,Texas,0,1/1/1974,-1072,25789,-1345,6/30/1989
35,Homestate Savings and Loan Association,California,0,2/24/1978,-14427,182052,-42205,6/30/1988
35,North American Savings Association,Texas,0,1/1/1973,-4109,99796,-6197,6/30/1989
37,Peoples Federal Savings and Loan Association of Thibodaux,Louisiana,0,10/7/1976,-146,17646,-3359,3/31/1990
33,United Guaranty Federal Savings Bank,Tennessee,0,1/1/1974,-85,6171,-2199,3/31/1990
35,Andrew Jackson Savings Bank,Florida,0,12/20/1976,4938,446425,36685,12/31/1993
35,Security Trust Savings and Loan Association Incorporated,Tennessee,0,1/1/1974,-787,28792,-1530,9/30/1985
35,Heart O Texas Savings Association,Texas,0,01/01/1890,-8282,269532,-9490,9/30/1988
35,American Savings and Loan Association Incorporated,Tennessee,0,1/1/1972,-1647,64839,-2751,9/30/1984
13,Cumberland Bank,Tennessee,0,1/1/1975,632,282503,22455,6/30/2004
33,United Federal Savings Bank,Tennessee,0,1/1/1975,88,18306,403,12/31/1987
38,Heritage Federal Savings and Loan Association of Tifton,Georgia,0,5/2/1977,,,,
35,Sound Savings and Loan Association,Washington,0,1/1/1975,-219,23635,1158,12/31/1991
37,"East Tennessee Federal Savings and Loan Association, Incorporated",Tennessee,0,1/1/1974,-1206,21881,-957,9/30/1984
35,Southeastern Savings Bank,Mississippi,0,1/1/1974,-674,49813,-324,3/31/1990
35,"Continental Savings of America, A Savings and Loan Association",California,0,8/29/1977,-1246,359422,-9455,3/31/1995
37,Nutmeg Federal Savings and Loan Association,Connecticut,0,11/14/1977,830,124725,10929,9/30/2000
37,Universal Savings Association FA,Oklahoma,0,12/22/1977,-7619,104554,-10533,12/31/1986
35,Capital Savings and Loan Association,Arkansas,0,1/1/1972,-364,89941,-4449,6/30/1989
33,Mid Maine Savings Bank F.S.B.,Maine,0,3/14/1983,733,173932,11722,6/30/1994
33,Unipoint Federal Savings Bank,Arkansas,0,1/1/1976,-554,14212,-16611,3/31/1990
35,Colorado Savings and Loan Association,Colorado,0,9/5/1978,-16044,36010,-17402,12/31/1989
35,Century Savings Association of Kansas,Kansas,0,1/1/1908,-564,91832,-1187,3/31/1985
33,Community Federal Savings Bank,Georgia,0,12/11/1978,1560,107018,10789,12/31/1994
36,Heritage Savings Association,Pennsylvania,0,1/1/1916,-922,48819,-2040,6/30/1990
33,"Hamilton Savings Bank, FSB",California,0,1/1/1976,-4644,282901,15000,12/31/1991
35,Sierra Savings and Loan Association,Nevada,0,3/9/1979,-1517,12061,-1010,9/30/1987
21,LibertyBank,Oregon,0,1/1/1978,-31587,714574,15787,6/30/2010
38,Elmwood Federal Savings and Loan Association,Louisiana,0,1/1/1978,-2872,52959,-16228,6/30/1989
38,Colquitt County Federal Savings and Loan Association of Moultrie,Georgia,0,6/11/1979,,,,
33,"Central West End Bank, A Federal Savings Bank",Missouri,0,7/5/1979,243,50245,4455,12/31/2005
33,Parish Federal Savings Bank,Louisiana,0,9/7/1979,-210,14723,-725,6/30/1989
38,"Empire Savings, FA",New York,0,01/01/1854,,,,
35,Heritage Savings and Loan Association of Elk City,Oklahoma,0,10/22/1979,-7584,80818,-14385,6/30/1988
35,Life Savings Bank,Florida,0,11/19/1979,-2309,107603,1024,9/30/1991
35,Southside Savings and Loan Association,Texas,0,1/1/1978,-2137,49604,-3149,6/30/1989
35,Point Loma Savings and Loan Association,California,0,1/1/1978,,,,
33,Fontainebleau Federal Savings Bank,Louisiana,0,1/1/1979,-1355,27544,-18341,3/31/1990
33,"Sun Country Savings Bank of New Mexico, FSB",New Mexico,0,1/1/1979,-6864,50531,-46403,3/31/1990
33,"General Bank, A Federal Savings Bank",Florida,0,7/28/1980,-8313,355501,4339,9/30/1989
35,Lincoln Savings and Loan Association,Florida,0,8/21/1980,-14586,209562,-22763,9/30/1989
35,Sun Savings and Loan Association,California,0,1/1/1979,-6624,370935,-5828,6/30/1986
35,Meridian Savings Association,Texas,0,1/1/1979,-13319,180523,-482475,3/31/1990
35,Gateway Savings Bank,California,0,1/1/1979,-5590,65990,-69506,6/30/1989
35,International Savings and Loan Association,Florida,0,12/5/1980,-6053,84250,-2618,9/30/1990
33,"Ultimate Savings Bank, FSB",Virginia,0,12/31/1980,-5845,206490,-28409,6/30/1988
35,Commonwealth Savings and Loan Association,Florida,0,2/18/1981,-42319,1576500,-75495,6/30/1989
21,Fort Brooke Bank,Florida,0,3/18/1981,646,211513,16032,3/31/1997
21,Community First Bank,Florida,0,4/15/1981,143,314050,18909,6/30/1996
33,"PALM SPRINGS SAVINGS BANK, F.S.B.",California,0,1/1/1980,623,187327,11992,6/30/1996
35,Palo Duro Savings and Loan Association,Texas,0,1/1/1980,-3812,64983,-4611,12/31/1989
