CLCODE,NAME,STNAME,ACTIVE,ESTYMD,NETINC,ASSET,EQ,REPDTE
21,Franklin Bank,New Jersey,0,10/19/2000,1085,87456,11159,9/30/2005
33,Lydian Private Bank,Florida,0,4/6/2000,-33944,1700117,39336,6/30/2011
21,Red Rock Community Bank,Nevada,0,11/29/1999,-5772,137335,7438,12/31/2009
21,Henry County Bank,Iowa,0,12/1/1999,305,57211,7969,9/30/2007
21,NEW ENGLAND BANK,Connecticut,0,11/15/1999,3751,728970,74952,9/30/2012
21,Country Bank,Illinois,0,3/8/2000,-12765,195034,-6583,9/30/2011
23,Trust Industrial Bank,Colorado,0,1/12/2001,3515,797740,78431,9/30/2009
33,The Hartford Bank,Connecticut,0,9/1/2000,75,2827,2485,6/30/2002
3,"Futurus Bank, National Association",Georgia,0,5/2/2001,-500,56488,5173,3/31/2005
43,Lighthouse Bank,Massachusetts,0,5/22/2000,-3396,80116,18709,6/30/2001
13,First State Bank,Oklahoma,0,12/18/1999,548,102973,10422,9/30/2000
21,Sunshine State Community Bank,Florida,0,7/24/2000,-6088,125531,1680,12/31/2010
3,"CenterBank of Jacksonville, National Association",Florida,0,8/9/2001,-15350,132984,7486,9/30/2011
21,EastBank,Minnesota,0,8/28/2000,-84,15489,1918,6/30/2009
21,Arrowhead Community Bank,Arizona,0,9/21/2000,-8415,77226,4307,9/30/2009
21,FirstBank Financial Services,Georgia,0,1/28/2002,-25172,317237,8169,12/31/2008
21,Desert Hills Bank,Arizona,0,11/17/2000,-8796,496552,22695,12/31/2009
21,Sunrise Bank Of San Diego,California,0,1/11/2001,-2141,83825,8595,12/31/2009
21,"S&C Bank, Minnesota",Minnesota,0,7/14/2000,94,27283,4213,12/31/2001
21,SunFirst Bank,Utah,0,3/7/2001,-7514,198081,12672,9/30/2011
3,THE National Bank,Iowa,0,1/22/2001,4906,439773,43516,12/31/2005
21,The Apple Valley Bank & Trust Company,Connecticut,0,3/2/2001,-235,84568,5751,3/31/2009
3,American National Bank,Nebraska,0,3/19/2001,-33,27306,1579,3/31/2003
21,Central Florida State Bank,Florida,0,5/24/2002,-5608,71485,330,12/31/2011
21,Northwest Commercial Bank,Washington,0,7/29/2002,5,69363,8507,12/31/2012
21,The Bank of Tallahassee,Florida,0,11/5/2001,-10446,86823,9599,12/31/2008
21,Atlantic Southern Bank,Georgia,0,12/10/2001,-2524,741855,9585,3/31/2011
3,"Calnet Business Bank, National Association",California,0,11/5/2001,2241,176628,22732,12/31/2005
21,Port City Capital Bank,North Carolina,0,7/1/2002,620,210763,43149,3/31/2007
21,SOUTHERN COMMUNITY BANK OF SOUTH FLORIDA,Florida,0,8/5/2002,111,186989,16634,6/30/2004
13,Peoples Bank of Virginia,Virginia,0,4/15/2002,450,276535,39521,3/31/2012
3,"Transamerica Bank, National Association",Delaware,0,10/1/1994,170,16284,16000,9/30/2002
21,Northern Bank of Commerce,Oregon,0,9/23/1994,-1148,44979,1725,6/30/2000
21,Commercial Bank of Nevada,Nevada,0,10/17/1994,360,131341,10641,3/31/1998
3,Cape Coral National Bank,Florida,0,12/7/1994,3567,390022,26371,12/31/2000
21,Peoples Bank,Kansas,0,12/9/1994,779,158575,12222,9/30/2002
21,First Community Bank,Kansas,0,1/17/1995,3263,224761,21054,12/31/2006
3,"Wells Fargo Bank South, National Association",Texas,0,1/17/1995,155997,22785223,1999328,9/30/2009
21,Anderson Community Bank,Indiana,0,3/8/1995,350,83160,8118,3/31/1999
13,Marine Bank,Florida,0,3/27/1995,-1455,393711,39213,9/30/2008
21,Westside Community Bank,Washington,0,3/29/1995,-6385,91935,34,12/31/2012
21,Premier Bank,Missouri,0,5/15/1995,-33484,989382,10599,9/30/2010
13,Clemson Bank & Trust,South Carolina,0,6/22/1995,320,41327,4159,12/31/2000
21,Heartland Community Bank,Nebraska,0,8/30/1995,323,62331,4198,6/30/2012
21,Trust One Bank,Tennessee,0,8/31/1995,482,359784,42451,3/31/2010
13,American Bank (Whitefish),Montana,0,9/14/1995,10,10012,1635,3/31/1998
3,"Mountain West Bank of Great Falls, National Association",Montana,0,11/1/1995,385,50441,3449,12/31/1997
21,Catawba Valley Bank,North Carolina,0,11/1/1995,3517,439681,54573,12/31/2005
21,Midamerica Bank of St. Clair County,Illinois,0,1/16/1996,-321,30474,4819,12/31/2000
21,Select Bank,Michigan,0,2/7/1996,350,58402,8696,9/30/2012
33,First Savers Bank,South Carolina,0,3/1/1996,-257,297659,21420,6/30/2008
3,"The Community Bank of Greenville, National Association",South Carolina,0,4/17/1996,118,52755,4069,12/31/1997
21,Cambridge Bank,Illinois,0,4/19/1996,877,473418,85086,3/31/2008
23,Providian Bank,Utah,0,4/30/1996,6847,1376053,164937,9/30/2003
21,Bank of Tucson,Arizona,0,6/27/1996,1561,224412,15561,12/31/2010
21,Founders Bank,Missouri,0,8/5/1996,232,130333,9091,3/31/2003
13,Northland Security Bank,Minnesota,0,8/22/1996,85,36438,3218,3/31/2000
21,Illinois State Bank,Illinois,0,9/19/1996,442,132805,11777,9/30/2005
21,Village Banc of Naples,Florida,0,4/25/1997,76,91325,4371,6/30/2000
21,Southwest Community Bank,Missouri,0,9/16/1996,-4880,100659,-2203,3/31/2010
3,County National Bank,Maryland,0,12/19/1996,396,158289,13597,3/31/2007
21,The Bank of Commerce,Illinois,0,4/21/1997,-8352,163074,695,12/31/2010
13,Rivoli Bank & Trust,Georgia,0,6/12/1997,0,234339,44906,12/31/2005
3,"First Financial Bank, National Association",Texas,0,4/3/1997,5069,376131,46420,9/30/2012
13,Rancho Bernardo Community Bank,California,0,6/16/1997,673,124483,10556,6/30/2005
3,Premier National Bank of Dalton,Georgia,0,11/25/1996,381,84755,7063,12/31/2002
21,Community FirstBank of Charleston,South Carolina,0,4/25/1997,2125,506615,44006,6/30/2011
21,Community Bank of Smith County,Tennessee,0,12/16/1996,218,90561,6328,3/31/2005
21,Home Town Bank of Villa Rica,Georgia,0,10/22/1997,-816,224540,35591,6/30/2008
21,Decatur First Bank,Georgia,0,9/2/1997,-5146,184750,1613,9/30/2011
21,Citizens City & County Bank,Tennessee,0,3/24/1997,148,29879,4298,6/30/2007
3,"The Bank of Cherry Creek in Boulder, National Association",Colorado,0,3/13/1997,28,35471,3198,3/31/2001
38,Citizens Homestead FSA,Louisiana,0,8/7/1989,-2047,75466,-24025,3/31/1991
38,"American Savings and Loan Association, FA",Louisiana,0,8/7/1989,-1133,52109,-16107,3/31/1990
34,"Hometown Savings Bank, FSB",Indiana,0,6/8/1990,-381,51395,-4573,9/30/1990
38,Time Federal Savings and Loan Association,California,0,6/1/1990,-415,37057,-2953,3/31/1991
38,Charter Federal Savings Association,Connecticut,0,6/29/1990,-3366,78878,-29129,3/31/1991
38,Travis Federal Savings and Loan Association,Texas,0,6/29/1990,-1346,237659,-7423,3/31/1991
34,First Jackson Federal Savings Bank,Mississippi,0,6/29/1990,-6646,33206,-16398,6/30/1991
34,"Home Savings Bank, F.S.B.",Utah,0,7/5/1990,-1540,5839,-2182,12/31/1991
3,"The Savannah Bank, National Association",Georgia,0,8/22/1990,-9095,671528,57148,9/30/2012
3,Wayne National Bank,Georgia,0,9/26/1990,388,57624,8177,3/31/2001
34,"Charter Savings Bank, F.S.B.",Mississippi,0,7/20/1990,-6317,28471,-18626,6/30/1991
34,First American Federal Savings Bank,New Mexico,0,8/31/1990,596,120311,-12502,9/30/1990
34,"Superior Savings Bank, F.S.B.",Texas,0,8/10/1990,-3277,49972,-8103,6/30/1991
34,"Financial of Hartford, F.S.B.",Connecticut,0,8/17/1990,-322,15957,-712,3/31/1991
34,"Citizens & Builders Federal Savings, FSB",Florida,0,7/27/1990,-3402,62712,-19273,6/30/1991
38,"Broken Arrow Savings Association, F.A.",Oklahoma,0,8/24/1990,-384,22418,-1393,3/31/1991
13,Sterling Bank,New Jersey,0,12/7/1990,-1916,357218,21555,6/30/2010
3,"North Coast Bank, National Association",California,0,10/25/1990,495,78477,5803,12/31/2003
38,Hidalgo Federal Savings and Loan Association,Texas,0,9/21/1990,-8529,125246,-16449,6/30/1991
21,Butte Community Bank,California,0,12/14/1990,-4457,498751,18757,6/30/2010
38,First Federal Savings Association of Nacogdoches,Texas,0,11/30/1990,-774,49770,-2326,3/31/1991
34,Southeastern Federal Savings Bank,North Carolina,0,11/16/1990,-11045,293653,-16261,6/30/1991
3,Providian National Bank,New Hampshire,0,12/28/1990,69075,565784,180964,12/31/1997
38,"CitySavings and Loan Association, F.A.",Texas,0,10/26/1990,-10001,115223,-17568,6/30/1991
34,Southern Federal Savings Bank,Louisiana,0,12/28/1990,-3996,208461,-5154,6/30/1991
3,"Summit Bank, National Association",Ohio,0,1/22/1991,1551,119841,10237,12/31/1998
38,Southeast Texas Federal Savings Association,Texas,0,12/14/1990,-286,22200,-3653,3/31/1991
34,Civic Federal Savings Bank,Ohio,0,12/14/1990,-1829,50518,-10045,6/30/1991
34,"Malibu Savings Bank, FSB",California,0,1/11/1991,-772,119588,-6310,6/30/1991
34,"Beach Savings Bank, FSB",California,0,1/18/1991,-1456,62900,-1534,6/30/1991
38,"Comfed Savings Bank, F.A.",Massachusetts,0,2/1/1991,-96469,892536,-184911,6/30/1991
38,George Washington Federal Savings Association,Tennessee,0,2/1/1991,-37,15500,69,6/30/1991
21,"United Nebraska Bank, O'Neill",Nebraska,0,12/7/1990,129,31484,2074,12/31/1994
21,Valley Bank Minnesota,Minnesota,0,1/2/1991,53,42305,5823,6/30/2009
38,Peoples Federal Savings Association,Mississippi,0,2/8/1991,-3186,41204,-1039,6/30/1991
38,"Family Savings and Loan Association, F.A.",Washington,0,2/8/1991,-4926,47751,-3685,6/30/1991
3,"Bank of America New Mexico, National Association",New Mexico,0,3/1/1991,-2539,950775,72436,12/31/1996
34,"AmeriFederal Savings Bank, FSB",New Jersey,0,3/1/1991,-6131,89220,-7572,6/30/1991
38,Alexander Hamilton Federal Savings and Loan Association,New Jersey,0,3/8/1991,-1538,185787,-4529,6/30/1991
38,Beacon Federal Savings Association,New York,0,3/8/1991,-19032,338661,-17323,9/30/1991
38,Home Federal Savings of Kansas City,Missouri,0,3/15/1991,-200701,2253960,-219355,12/31/1991
41,Landmark Bank,New Hampshire,0,3/28/1991,-504,54557,3280,12/31/1996
38,"Columbia Savings and Loan Association, F.A.",California,0,3/22/1991,-66846,3932537,-976248,6/30/1991
34,"First Federal Savings Bank, FSB",Georgia,0,4/5/1991,-365,16985,-2843,3/31/1992
38,"First Federal Savings and Loan Association of Seminole County, F.A.",Florida,0,4/5/1991,-549,106268,-14457,3/31/1992
3,Associates National Bank (Delaware),Delaware,0,4/5/1991,13549,287913,84486,12/31/2001
21,LIBERTY BANK & TRUST,Arizona,0,4/12/1991,2098,153337,10904,12/31/1997
38,"Metropolitan Federal Savings and Loan Association, F.A.",Tennessee,0,4/19/1991,-30552,584484,-46860,12/31/1991
38,Cimarron Federal Savings Association,Oklahoma,0,4/19/1991,1940,505490,18605,3/31/1993
34,"Sunbelt Federal Savings, FSB",Texas,0,4/26/1991,-245057,3119515,-405273,3/31/1992
38,Augusta Federal Savings Association,Maryland,0,4/26/1991,3538,85487,-15040,12/31/1991
38,"Home Federal Savings and Loan Association, F.A.",Iowa,0,4/26/1991,59,114574,-2143,12/31/1991
34,"Progressive Savings Bank, FSB",California,0,5/24/1991,-3568,281825,-81,12/31/1991
21,Metro Bank,Louisiana,0,5/24/1991,709,71201,5360,12/31/2000
38,Westerleigh Federal Savings and Loan Association,New York,0,5/31/1991,-1182,120526,84,12/31/1991
3,"Pinebank, National Association",Florida,0,6/24/1991,89,412653,35343,6/30/2006
3,"SouthTrust Bank of North Carolina, National Association",North Carolina,0,7/27/1984,65,149750,9297,3/31/1996
3,Dillard National Bank,Arizona,0,6/18/1991,7107,25958,17358,9/30/2004
13,Colonial Bank of Sycamore,Illinois,0,6/24/1991,-62,5884,3543,9/30/1991
34,"First Commerce Savings Bank, FSB",Indiana,0,6/14/1991,-118,6899,-70,12/31/1991
38,Metrobank Federal Savings and Loan Association,New Jersey,0,6/28/1991,-8620,399939,-43691,3/31/1992
38,"Surety Federal Savings and Loan Association, F.A.",North Carolina,0,7/9/1991,-790,63463,-5471,6/30/1993
34,Atlantic Financial Federal Savings Bank,California,0,7/26/1991,-4141,327052,-20227,3/31/1992
21,Alliance Banking Company,Michigan,0,7/19/1991,160,132059,10968,3/31/2005
34,"United Savings Bank, FSB",Kentucky,0,8/30/1991,52,34105,445,9/30/1991
21,Peoples Bank,Arkansas,0,9/13/1991,-674,84421,5780,12/31/2003
33,"Fifth Third Trust Co. and Savings Bank, F.S.B.",Florida,0,9/13/1991,89,80334,5164,6/30/1995
13,First Security Bank of Conway,Arkansas,0,9/16/1991,3028,392065,30166,9/30/2008
21,First Colonial Bank of McHenry County,Illinois,0,10/11/1991,-125,37921,4880,6/30/1995
33,"Trustbank Savings, F.S.B.",Virginia,0,4/26/1974,-36256,1823394,5992,12/31/1990
35,Fox Valley Savings and Loan Association,Illinois,0,6/24/1974,,,,
38,Coast Federal Savings and Loan Association,California,0,1/1/1973,,,,
35,Remington Savings Association,Texas,0,1/1/1973,-16430,127005,-12985,3/31/1990
35,West Texas Savings Association,Texas,0,1/1/1973,,,,
38,Mcminnville Federal Savings and Loan Association,Tennessee,0,11/4/1974,,,,
34,Progressive Federal Savings Bank,Missouri,0,11/18/1974,312,47068,-25,9/30/1991
33,Southern Federal Savings Bank,Georgia,0,1/1/1974,-9558,76623,-3700,12/31/1988
35,Paris Savings and Loan Association,Texas,0,1/1/1973,-111951,254076,-167859,6/30/1988
33,Citizens Savings Bank FSB,New York,0,12/30/1980,4199,467894,27163,9/30/1994
35,First State Savings Association,Texas,0,1/1/1974,-20725,209138,-169099,3/31/1989
33,"First Home Savings Bank, F.S.B.",New Jersey,0,1/1/1911,2483,521998,38260,6/30/1998
38,Pan American Federal Savings and Loan Association of Puerto Rico,Puerto Rico,0,6/19/1975,,,,
37,Sunbelt Federal Savings and Loan Association,Oklahoma,0,1/1/1902,-4119,65532,-6497,6/30/1987
35,General Savings Association,Texas,0,1/1/1975,-1223,37203,-13302,3/31/1990
35,Charter Savings and Loan Association,Texas,0,1/1/1974,,,,
35,Western Gulf Savings and Loan Association,Texas,0,1/1/1974,-34503,95853,-199094,9/30/1990
36,"Rock Savings Bank, Savings Association",Wisconsin,0,1/1/1916,637,131931,12745,9/30/1995
33,Southern Federal Bank for Savings,Mississippi,0,1/1/1959,-306,142792,1885,3/31/1990
33,1st Bank Oklahoma,Oklahoma,0,10/12/1976,790,189136,19262,12/31/2011
33,"Firstbanc Federal, FSB",Louisiana,0,12/29/1976,-2156,46262,-15194,9/30/1987
35,Guaranty Trust Savings and Loan Association,Tennessee,0,1/1/1972,,,,
35,First State Savings and Loan Association Incorporated,Tennessee,0,1/1/1974,,,,
33,Cloverbank,New Jersey,0,01/01/1861,-81,29425,1110,3/31/2001
37,First City Federal Savings and Loan Association,Mississippi,0,1/1/1960,-614,41726,512,6/30/1990
38,First Federal Savings and Loan Association of Acadia,Louisiana,0,8/17/1977,,,,
35,Commonwealth Savings Association,Texas,0,1/1/1975,-88010,1576131,-603337,3/31/1989
35,Cherokee Savings and Loan Association,Texas,0,1/1/1974,,,,
38,Sierra Federal Savings and Loan Association,Colorado,0,12/13/1977,-9017,42564,-44609,12/31/1985
35,Timberland Savings Association,Texas,0,1/1/1974,-2790,31933,-10606,9/30/1990
37,"Silver Savings and Loan Association, A Federal Association",New Mexico,0,1/1/1975,-395,32209,315,9/30/1989
33,The Federal Savings Bank of Evangeline Parish,Louisiana,0,3/16/1978,-386,24275,1327,9/30/2001
33,"Mountain State Savings Bank, FSB",Idaho,0,8/1/1978,953,92736,7299,9/30/1988
36,Valatie Savings and Loan Association,New York,0,1/1/1927,35,4673,535,9/30/1995
35,Amigo Savings and Loan Association,Texas,0,1/1/1976,-527,20745,-210,6/30/1990
35,Peninsula Savings and Loan Association,Alaska,0,2/7/1979,-521,42622,-391,6/30/1986
81,ITT Federal Bank Federal Savings Bank,California,0,1/1/1978,-138978,643530,129503,6/30/1995
35,La Hacienda Savings Association,Texas,0,1/1/1978,-1599,55670,-83124,3/31/1990
37,"Transamerica Savings & Loan Association, FSLA",California,0,1/1/1978,35,12828,12700,9/30/1991
35,Grand Prairie Savings and Loan Association,Arkansas,0,1/1/1977,347,31465,945,12/31/1989
37,Enterprise Federal Savings and Loan Association,Louisiana,0,11/30/1979,-12317,52121,-25908,6/30/1989
38,Inglewood Federal Savings and Loan Association,California,0,12/28/1979,,,,
35,Sun State Savings and Loan Association,Arizona,0,1/1/1979,-8732,1046842,-26010,3/31/1989
36,St Peter Savings and Loan Association,Minnesota,0,1/1/1919,,,,
35,Peoples Savings and Loan Association,Oregon,0,1/1/1978,-956,22515,-9675,6/30/1988
33,Orchard Federal Savings Bank,Oregon,0,1/1/1979,4236,503076,42229,12/31/1999
35,Future Savings and Loan Association,Oregon,0,1/1/1978,-7654,57614,-12442,3/31/1987
35,Home Savings Bank,Utah,0,1/1/1915,-235,12775,-94,6/30/1990
35,New Horizons Savings and Loan Association,California,0,1/1/1978,1185,284209,24393,6/30/1996
35,Antelope Valley Savings and Loan Association,California,0,1/1/1979,1709,243169,9280,12/31/1989
36,Montana Savings and Loan Association of Kalispell,Montana,0,11/13/1980,-410,26949,-3901,6/30/1985
35,Alliance Savings and Loan Association,Texas,0,12/1/1980,-2486,103684,-55137,3/31/1988
21,Frontier State Bank,California,0,1/1/1978,838,69190,8076,9/30/2001
33,"First Oklahoma Savings Bank, FA",Oklahoma,0,3/2/1981,-2162,37322,-10290,6/30/1988
33,Trust Bank,California,0,1/1/1977,854,229002,17864,6/30/2004
35,First Venice Savings and Loan Association,Florida,0,3/31/1981,-311,51238,-6473,3/31/1990
35,"Oak Tree Savings Bank, S.S.B.",Louisiana,0,5/13/1981,-113460,2214549,-311716,9/30/1991
35,Inland Savings and Loan Association,California,0,1/1/1980,561,83139,5222,9/30/1992
35,Huntington Savings and Loan Association,California,0,1/1/1980,-706,120438,-590,12/31/1989
33,Guaranty Federal Savings Bank,Georgia,0,9/14/1981,-223,25648,-247,3/31/1991
33,"Anchor Savings Bank, F.S.B.",Florida,0,2/27/1982,603,161641,20576,6/30/1998
41,"SNB Savings Bank, Inc., SSB",North Carolina,0,1/1/1933,-1585,320550,39033,3/31/1995
35,Territory Savings and Loan Association,Oklahoma,0,3/18/1982,-11355,31223,-41858,12/31/1987
35,North Coast Savings and Loan Association,California,0,1/1/1980,248,75480,2940,6/30/1986
35,Petroplex Savings Association,Texas,0,1/1/1981,-16002,113922,-69287,9/30/1988
35,Delta Savings Bank,California,0,1/1/1981,-87,52410,-496,3/31/1992
37,"Bloomfield Savings and Loan Association, FA",Michigan,0,12/9/1982,-9664,688676,-26143,9/30/1988
33,"Sutter Buttes Savings Bank, F.S.B.",California,0,1/1/1982,60,65855,3673,9/30/1996
81,"Great Pacific Bank, s.s.b.",California,0,1/1/1982,-1037,7872,297,9/30/1994
35,Guardian Savings and Loan Association,California,0,10/11/1983,-26812,638581,-9277,9/30/1991
21,R-G Premier Bank of Puerto Rico,Puerto Rico,0,12/15/1983,-118495,5681177,219797,3/31/2010
35,First South Savings Bank,South Carolina,0,12/22/1983,-69,56956,753,3/31/1992
21,First Commerce Bank,California,0,1/1/1983,1911,357512,38028,9/30/2010
21,Oakland Commerce Bank,Michigan,0,2/8/1984,-4227,93132,9114,12/31/2008
33,"Executive Bank, F.S.B.",California,0,1/1/1982,-414,58634,-755,3/31/1991
33,"Maximum Savings Bank, FSB",Maryland,0,4/3/1984,26,119350,6313,6/30/1990
33,"Charter Bank, A Federal Savings Bank",Mississippi,0,4/16/1984,-525,130831,-5184,6/30/1990
38,HomeBank Federal Savings Association,New Hampshire,0,10/10/1991,-1969,45112,-30426,6/30/1994
38,First Federal Savings Association,Texas,0,10/11/1991,998,190257,1642,12/31/1991
13,East Penn Bank,Pennsylvania,0,11/1/1991,2696,436869,30881,9/30/2007
38,Western Federal Savings and Loan Association,Illinois,0,11/22/1991,-316,33542,-327,12/31/1991
34,Investors Federal Savings Bank,Virginia,0,12/13/1991,-41555,1256655,-30065,6/30/1992
38,Guardian Federal Savings Association,California,0,12/6/1991,-9890,167737,-88962,6/30/1994
21,First Bank,Texas,0,1/8/1992,518,148366,20888,9/30/1997
44,CrossLand Federal Savings Bank,New York,0,1/24/1992,-22286,4809997,525308,6/30/1993
21,"First Bank of Northern Kentucky, Inc.",Kentucky,0,2/24/1992,157,76785,10972,3/31/2007
38,Alpha Indian Rock Federal Savings and Loan Association,Pennsylvania,0,2/28/1992,-260,3817,-2318,6/30/1993
3,The Arkansas Bank National Association,Arkansas,0,3/27/1992,226,51531,5213,6/30/1999
13,Premier Bank,Pennsylvania,0,4/24/1992,2408,544685,87436,9/30/2006
33,"Fifth Third Bank, Southwest, F.S.B.",Arizona,0,4/24/1992,36182,114420,77296,9/30/2001
34,"First South Savings Bank, F.S.B.",South Carolina,0,4/24/1992,-614,22960,-2941,6/30/1993
3,"First Fidelity Bank, National Association",New Jersey,0,6/12/1992,11878,2968127,365563,9/30/1994
34,First American Federal Savings Bank,North Carolina,0,6/5/1992,-12063,337628,-56732,9/30/1993
34,San Clemente Federal Savings Bank,California,0,6/12/1992,2614,110174,-8689,6/30/1993
21,Viking Bank,Washington,0,7/1/1992,-6055,387392,20726,9/30/2011
21,1st Choice Bank,Colorado,0,7/1/1992,619,483022,80564,6/30/2000
38,Jacksonville Federal Savings Association,Florida,0,6/26/1992,-1806,52287,-22762,3/31/1994
13,Citizens Bank of Talladega,Alabama,0,7/10/1992,609,49972,5140,9/30/1997
38,New England Federal Savings Association,Massachusetts,0,7/17/1992,-9711,40406,-11487,12/31/1993
3,"Blue Ridge Bank, National Association",West Virginia,0,8/17/1992,505,131841,11797,9/30/1997
52,Banco Popular de Puerto Rico,Illinois,0,01/01/1893,0,3229,,12/31/1994
52,"Bank Leumi Le-Israel, B.M.",California,0,1/1/1902,,,,
52,Habib Bank AG Zurich,California,0,1/1/1967,0,39344,,6/30/1998
52,NATIONAL BANK OF PAKISTAN,Illinois,0,8/11/1949,0,2652,,6/30/2001
52,The Hongkong and Shanghai Banking Corporation Limited,New York,0,03/01/1865,,,,
52,State Bank of India,New York,0,7/5/1955,,,,
52,"BANCO BILBAO VIZCAYA, S.A.",New York,0,05/19/1857,0,22501678,,6/30/2024
3,First National Bank,Colorado,0,9/25/1992,1444,159486,10385,12/31/2005
33,Merrill Merchants Bank,Maine,0,10/19/1992,2905,599096,178244,12/31/2008
3,"Kittitas Valley Bank, National Association",Washington,0,10/23/1992,899,48155,4844,12/31/1999
3,"New First City, Texas - Austin, National Association",Texas,0,10/30/1992,-823,276179,-823,12/31/1992
38,The Crestline Federal Savings and Loan Association,Ohio,0,11/20/1992,-705,20163,-3782,6/30/1993
3,Lufkin National Bank,Texas,0,2/13/1993,1635,141929,13552,6/30/1998
3,"Tyler Bank and Trust, National Association",Texas,0,2/13/1993,2241,294834,24076,6/30/1998
3,"Panasia Bank, National Association",New Jersey,0,4/17/1993,1339,216827,25657,6/30/2003
3,"Marquette Capital Bank, National Association",Minnesota,0,6/14/1993,2046,238286,49304,6/30/2002
81,"First Home Savings Bank, FSB",Pennsylvania,0,6/30/1993,-2,4964,3340,12/31/1996
21,Key Bank of Colorado,Colorado,0,6/30/1993,-2508,203031,14707,12/31/1993
34,"Westside Bank, a federal savings bank",California,0,9/24/1993,-2272,61028,-2074,3/31/1994
21,Community Bank,Tennessee,0,11/15/1993,68,43558,5334,6/30/1997
21,Capital Bank,Wisconsin,0,11/29/1993,557,78015,7995,9/30/2002
21,Colonial Bank of Tennessee,Tennessee,0,12/31/1993,150,102943,9695,3/31/1997
33,Washington Mutual Bank FSB,Utah,0,4/15/1994,331958,46048007,29229987,6/30/2008
21,Century South Bank of Polk County,Tennessee,0,6/1/1994,676,91964,9164,9/30/2001
21,First State Bank of Gurnee,Illinois,0,6/17/1994,-136,5771,3706,9/30/1994
21,Peoples Trust Bank Company,Indiana,0,7/5/1994,513,130400,8629,6/30/2001
3,"Union Planters Bank of Chattanooga, National Association",Tennessee,0,7/1/1994,1653,130179,13083,12/31/1997
3,"Union Planters Bank of Jackson, National Association",Tennessee,0,7/1/1994,3828,329841,22093,12/31/1997
3,"Union Planters Bank of East Tennessee, National Association",Tennessee,0,7/1/1994,4295,427231,36522,12/31/1997
21,American Perspective Bank,California,0,10/15/2007,-483,271037,43074,6/30/2012
21,Bank of the Northwest,Washington,0,7/16/2007,-473,147511,14640,6/30/2011
21,Professional Business Bank,California,0,3/9/2009,-549,230199,33860,3/31/2012
21,South Louisiana Business Bank,Louisiana,0,7/1/2008,-176,50687,12189,9/30/2011
21,Global Trust Bank,California,0,12/3/2008,-518,86651,15578,9/30/2011
21,Warrick Interim Bank Inc.,Indiana,0,1/25/2008,,,,
3,"World Savings Bank Interim, National Association (NY)",New York,0,10/12/2007,,,,
21,Burr Ridge Bank and Trust,Illinois,0,4/13/2009,757,185394,20899,12/31/2012
3,Herald National Bank,New York,0,11/24/2008,-870,490489,100574,12/31/2012
3,BNY MELLON INTERIM INSTITUTIONAL NATIONAL BANK,Pennsylvania,0,7/1/2008,,,,
3,DEPOSIT INSURANCE NATIONAL BANK OF GREELEY,Colorado,0,4/10/2009,,,,
3,Deposit Insurance National Bank of Las Vegas,Nevada,0,8/14/2009,,,,
3,Deposit Insurance National Bank of New Baltimore,Michigan,0,12/18/2009,-11330,163907,1501,12/31/2009
3,Deposit Insurance National Bank of Kaysville,Utah,0,1/15/2010,,,,
3,Deposit Insurance National Bank of McDonough,Georgia,0,1/21/2011,,,,
21,Luverne Bank & Trust Company,Alabama,0,6/3/1933,73,31534,3979,3/31/1986
21,Bank of Weiner,Arkansas,0,4/9/1909,423,31122,2477,12/31/1994
21,Commercial Bank at Alma,Arkansas,0,1/1/1909,814,73774,6764,9/30/1999
21,Southshore Community Bank,Florida,0,9/12/2005,-2123,41252,-324,6/30/2011
41,Emigrant Savings Bank - Bronx/Westchester,New York,0,9/1/2005,586,1063457,83095,9/30/2012
54,New York Private Trust Company,Delaware,0,7/3/2006,-1005,6918,5882,9/30/2010
21,Community Bank of Rowan,North Carolina,0,2/21/2006,1049,144544,17645,12/31/2011
3,"First Fidelity Bank, National Association",Arizona,0,4/6/2006,158,54768,14876,3/31/2007
21,RockBridge Commercial Bank,Georgia,0,11/13/2006,-28325,294024,1534,9/30/2009
21,Southern Bank & Trust,South Carolina,0,9/12/2006,435,185789,15083,9/30/2011
21,Hillcrest Bank Florida,Florida,0,8/16/2006,-14885,82774,-2225,9/30/2009
21,Carson River Community Bank,Nevada,0,10/16/2006,-4734,51095,889,12/31/2009
3,TCF National Bank Arizona,Arizona,0,12/13/2006,-2000,166864,28774,9/30/2009
3,"The PrivateBank, N.A.",Wisconsin,0,1/2/2007,-33,184307,17224,9/30/2010
21,Sunrise Community Bank,California,0,2/27/2007,-3198,42204,3159,12/31/2009
3,HSBC National Bank USA,Maryland,0,10/30/2006,-7525,420650,35800,9/30/2008
21,Nuestro Banco,North Carolina,0,9/17/2007,-1794,15461,7137,12/31/2009
3,"Opportunity Bank, National Association",Texas,0,6/27/2007,14,53453,8229,3/31/2012
13,Bank of Rockbridge,Virginia,0,12/11/2006,,,,
3,First National Bank of Harrisburg,Oregon,0,6/15/1908,,,,
3,The First National Bank of Otis,Colorado,0,5/9/1916,182,24854,2649,6/30/2002
3,The First National Bank of Springfield,Colorado,0,1/1/1914,-550,15305,828,3/31/1985
3,The First National Bank of Bandera,Texas,0,8/18/1920,-725,15541,282,12/31/1985
3,Del Rio National Bank,Texas,0,10/24/1904,1448,141341,11739,9/30/2001
